,GHI(W/m2),DHI(W/m2),DNI(W/m2),TEMPERATURE,R.HUMIDITY,WINDSPEED,CABLE#1,CABLE#2,CABLE#3,CABLE#4,CABLE#5,TX(LV)
12206,975.0,171.0,496.0,31.0,36.0,48.2,8.008052,7.92471,8.138969,7.845409,5.175201,38.445932
12207,857.0,147.0,495.0,32.6,28.0,30.6,7.20886,7.136687,7.351558,7.158186,4.712418,34.53298
12208,725.0,119.0,508.0,33.7,24.0,29.9,6.007396,5.954314,6.17766,5.951215,3.935795,29.441428
12209,574.0,108.0,459.0,32.8,26.0,32.4,4.189828,4.122422,4.347641,4.211617,2.784244,20.177632
12210,332.0,87.0,379.0,32.5,25.0,27.4,2.08352,2.053695,2.180332,2.065089,1.374153,9.923812
12212,20.0,25.0,20.0,21.6,79.0,19.1,0.131451,0.127212,0.186166,0.138561,0.064971,1.107884
12213,233.0,110.0,293.0,23.2,71.0,24.8,1.515591,1.882623,2.318712,1.827949,1.060993,9.735236
12214,195.0,194.0,38.0,25.3,63.0,25.9,1.937241,1.58357,2.256611,1.306703,0.934494,8.95736
12215,816.0,191.0,494.0,26.1,56.0,29.9,6.841163,7.159018,7.46697,7.178362,4.757999,34.745128
12216,405.0,385.0,44.0,27.8,49.0,29.9,4.615594,4.435713,4.94612,4.396111,2.68687,22.51126
12217,1017.0,211.0,473.0,29.2,46.0,22.3,3.833745,8.279269,8.025846,8.607169,5.561512,35.216568
12218,414.0,397.0,32.0,30.6,40.0,28.4,5.758916,5.474412,7.47364,5.693091,2.608627,27.885676
12219,340.0,341.0,21.0,31.0,38.0,40.7,2.93061,2.862913,3.021238,2.851621,1.925441,13.341752
12220,760.0,196.0,474.0,31.7,35.0,26.6,6.160943,6.177895,6.366283,6.157964,4.094441,29.182136
12221,556.0,147.0,420.0,31.0,40.0,33.5,4.155418,4.073545,4.293778,4.084644,2.654609,20.413352
12222,102.0,106.0,1.0,30.0,49.0,44.6,1.130386,0.944989,1.140785,1.004114,0.580485,5.350844
12224,46.0,46.0,35.0,20.9,82.0,15.8,0.419986,0.35159,0.406716,0.356004,0.263894,1.155028
12225,199.0,175.0,80.0,22.7,72.0,20.9,2.290355,2.65489,2.222109,2.653254,1.564297,11.786
12226,722.0,342.0,375.0,24.4,71.0,22.3,3.040714,3.680778,3.014164,4.405037,3.53578,18.598308
12227,552.0,468.0,103.0,27.0,58.0,29.5,3.627628,4.547054,3.882164,4.65675,3.133496,20.0362
